Unnamed: 0,book_id,cover_image_uri,book_title,book_details,format,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution,genre_rank
8652,1496297,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418484194i/1496297.jpg,Classic Victorian & Edwardian Ghost Stories,"Wordsworth Classics covers a huge list of beloved works of literature in English and translations. This growing series is rigorously updated, with scholarly introductions and notes added to new titles.","['289 pages, Paperback']","['First published April 1, 1996']",https://www.goodreads.com/author/show/699711.Rex_Collings,Rex Collings,['289'],"Horror, Classics, Fantasy, Fiction, Other",426,55,3.64,"{'5': '87', '4': '147', '3': '151', '2': '34', '1': '7'}",1091
3820,86172,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320472513i/86172.jpg,A Man in Full,"The setting is Atlanta, Georgia — a racially mixed, late-century boomtown full of fresh wealth and wily politicians. The protagonist is Charles Croker, once a college football star, now a late-middle-aged Atlanta conglomerate king whose outsize ego has at last hit up against reality. Charlie has a 29,000 acre quail-shooting plantation, a young and demanding second wife, and a half-empty office complex with a staggering load of debt.Meanwhile, Conrad Hensley, idealistic young father of two, is laid off from his job at the Croker Global Foods warehouse near Oakland and finds himself spiraling into the lower depths of the American legal system.And back in Atlanta, when star Georgia Tech running back Fareek “the Canon” Fanon, a homegrown product of the city’s slums, is accused of date-raping the daughter of a pillar of the white establishment, upscale black lawyer Roger White II is asked to represent Fanon and help keep the city’s delicate racial balance from blowing sky-high.Networks of illegal Asian immigrants crisscrossing the continent, daily life behind bars, shady real estate syndicates — Wolfe shows us contemporary America with all the verve, wit, and insight that have made him our most admired novelist. Charlie Croker’s deliverance from his tribulations provides an unforgettable denouement to the most widely awaited, hilarious and telling novel America has seen in ages — Tom Wolfe’s most outstanding achievement to date.","['704 pages, Paperback']","['First published November 1, 1998']",https://www.goodreads.com/author/show/3083854.Tom_Wolfe,Tom Wolfe,['704'],"Literature, Novels, Contemporary, Classics, Fiction, Other",18871,1105,3.87,"{'5': '5,395', '4': '7,516', '3': '4,462', '2': '1,175', '1': '323'}",1091
6947,490133,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387714052i/490133.jpg,Pearl,"After arriving in Nodd's Ridge, Maine, to claim an inheritance, Pearl Dickenson becomes involved with two attractive men whose seething rivalry explodes the fragile fabric of life in the small community","['48 pages, Paperback']","['First published January 1, 1988']",https://www.goodreads.com/author/show/89986.Tabitha_King,Tabitha King,['48'],"Novels, Contemporary, Mystery, Fiction, Other",712,67,3.89,"{'5': '211', '4': '274', '3': '176', '2': '38', '1': '13'}",1091
7327,608474,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1299346921i/608474.jpg,The Sign of Four,"A dense yellow miasma swirls in the streets of London as Sherlock Holmes and Dr Watson accompany a beautiful young woman to a sinister assignation.For Mary Marston has received several large pearls - one a year for the last six years - and now a mystery letter telling her she is a wronged woman. If she would seek justice she is to meet her unknown benefactor, bringing with her two companions.But unbeknownst to them all, others stalk London's fog-enshrouded streets: a one-legged ruffian with revenge on his mind - and his companion, who places no value on human life...","['129 pages, Paperback']","['First published February 1, 1890']",https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,['129'],"Thriller, Audiobook, Mystery, Classics, Fiction, Other",157936,7860,3.9,"{'5': '44,925', '4': '62,657', '3': '41,333', '2': '7,324', '1': '1,697'}",1091
446,5159,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388299278i/5159.jpg,Here on Earth,"After nearly twenty years of living in California, March Murray, along with her fifteen-year-old daughter, Gwen, returns to the sleepy Massachusetts town where she grew up to attend the funeral of Judith Dale, the beloved housekeeper who raised her. Yet returning to her hometown also brings her back to Hollis, March’s former soul mate and lover. March’s father had taken the teenaged Hollis, an abandoned child, and the product of a series of detention homes, into his house as a boarder, and treated him like a son. Yet March and Hollis’s passionate love was hardly a normal sibling relationship. When Hollis left her after a petty fight, March waited for him three long years, wondering what she had done wrong.Encountering Hollis again makes March acutely aware of the choices that she has made, and the choices everyone around her has made—including Mrs. Dale, who knew more of love than March could ever have suspected, and her brother Alan, whose tragic history has left him grief-struck, with alcohol as his only solace. Her attraction to Hollis is overwhelming—and March jeopardizes her marriage, her relationship with her daughter and her own happiness in an attempt to reclaim the past.","['309 pages, Mass Market Paperback']","['First published January 1, 1997']",https://www.goodreads.com/author/show/3502.Alice_Hoffman,Alice Hoffman,['309'],"Adult, Contemporary, Romance, Fiction, Other",48550,1946,3.69,"{'5': '10,758', '4': '17,920', '3': '15,029', '2': '3,755', '1': '1,088'}",1092
4382,111450,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369689506i/111450.jpg,Quidditch Through the Ages,"The most checked-out book in the Hogwarts Library, and a volume no Quidditch player or Harry Potter fan should be without!If you have ever asked yourself where the Golden Snitch came from, how the Bludgers came into existence, or why the Wigtown Wanderers have pictures of meat cleavers on their robes, you need QUIDDITCH THROUGH THE AGES. This invaluable volume is consulted by young Quidditch fans on an almost daily basis.Proceeds from the sale of this book will go to Comic Relief, who will use your money to continue improving and changing lives -- work that is even more important and astonishing than the three-and-a-half-second capture of the Golden Snitch by Roderick Plumpton in 1921.","['105 pages, Hardcover']","['First published March 12, 2001']",https://www.goodreads.com/author/show/21893492.Kennilworthy_Whisp,Kennilworthy Whisp,['105'],"Childrens, Audiobook, Young Adult, Fantasy, Fiction, Other",179135,6924,3.81,"{'5': '55,348', '4': '54,699', '3': '51,484', '2': '14,253', '1': '3,351'}",1092
2875,49824,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388257676i/49824.jpg,The Mammoth Hunters,"Once again Jean M. Auel opens the door of a time long past to reveal an age of wonder and danger at the dawn of the modern human race. With all the consummate storytelling artistry and vivid authenticity she brought to The Clan of the Cave Bear and its sequel, The Valley of Horses , Jean M. Auel continues the breathtaking epic journey of the woman called Ayla.Riding Whinney with Jondalar, the man she loves, and followed by the mare’s colt, Ayla ventures into the land of the Mamutoi--the Mammoth Hunters. She has finally found the Others she has been seeking. Though Ayla must learn their different customs and language, she is adopted because of her remarkable hunting ability, singular healing skills, and uncanny fire-making technique. Bringing back the single pup of a lone wolf she has killed, Ayla shows the way she tames animals. She finds women friends and painful memories of the Clan she left behind, and meets Ranec, the dark-skinned, magnetic master carver of ivory, whom she cannot refuse--inciting Jondalar to a fierce jealousy that he tries to control by avoiding her. Unfamiliar with the ways of the Others, Ayla misunderstands, and thinking Jondalar no longer loves her, she turns more to Ranec. Throughout the icy winter the tension mounts, but warming weather will bring the great mammoth hunt and the mating rituals of the Summer Meeting, when Ayla must choose to remain with Ranec and the Mamutoi, or to follow Jondalar on a long journey into an unknown future.","['688 pages, Paperback']","['First published January 1, 1985']",https://www.goodreads.com/author/show/861.Jean_M_Auel,Jean M. Auel,['688'],"Historical, Adventure, Historical Fiction, Romance, Fantasy, Fiction, Other",72823,1999,3.95,"{'5': '24,505', '4': '25,746', '3': '17,567', '2': '4,110', '1': '895'}",1092
8884,1840934,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348601974i/1840934.jpg,My Swordhand is Singing,"WHEN TOMAS AND HIS SON, Peter, settle in Chust as woodcutters, Tomas digs a channel of fast-flowing waters around their hut, so they have their own little island kingdom. Peter doesn't understand why his father has done this, nor why his father carries a long, battered box, whose mysterious contents he is forbidden to know.But Tomas is a man with a past: a past that is tracking him with deadly intent, and when the dead of Chust begin to rise from their graves, both father and son must face a soulless enemy and a terrifying destiny.From the Hardcover edition.","['224 pages, Hardcover']","['First published July 25, 2006']",https://www.goodreads.com/author/show/110234.Marcus_Sedgwick,Marcus Sedgwick,['224'],"Horror, Paranormal, Historical Fiction, Young Adult, Fantasy, Fiction, Other",2896,407,3.64,"{'5': '622', '4': '1,037', '3': '887', '2': '279', '1': '71'}",1092
4749,137717,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1378711252i/137717.jpg,Will in the World: How Shakespeare Became Shakespeare,"A young man from a small provincial town moves to London in the late 1580s and, in a remarkably short time, becomes the greatest playwright not of his age alone but of all time. How is an achievement of this magnitude to be explained? How did Shakespeare become Shakespeare? Stephen Greenblatt brings us down to earth to see, hear, and feel how an acutely sensitive and talented boy, surrounded by the rich tapestry of Elizabethan life, could have become the world's greatest playwright. A Pulitzer Prize and National Book Award Finalist.","['430 pages, Paperback']","['First published January 1, 2004']",https://www.goodreads.com/author/show/4194881.Stephen_Greenblatt,Stephen Greenblatt,['430'],"Literature, Nonfiction, Other",10363,878,3.87,"{'5': '3,352', '4': '3,834', '3': '2,085', '2': '655', '1': '437'}",1092
11542,7865083,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348906209i/7865083.jpg,Liar's Poker,"The time was the 1980s. The place was Wall Street. The game was called Liar’s Poker. Michael Lewis was fresh out of Princeton and the London School of Economics when he landed a job at Salomon Brothers, one of Wall Street’s premier investment firms. During the next three years, Lewis rose from callow trainee to bond salesman, raking in millions for the firm and cashing in on a modern-day gold rush. Liar’s Poker is the culmination of those heady, frenzied years—a behind-the-scenes look at a unique and turbulent time in American business. From the frat-boy camaraderie of the forty-first-floor trading room to the killer instinct that made ambitious young men gamble everything on a high-stakes game of bluffing and deception, here is Michael Lewis’s knowing and hilarious insider’s account of an unprecedented era of greed, gluttony, and outrageous fortune. .","['310 pages, Paperback']","['First published October 17, 1989']",https://www.goodreads.com/author/show/776.Michael_Lewis,Michael   Lewis,['310'],"Nonfiction, Other",101955,3039,4.15,"{'5': '42,117', '4': '39,083', '3': '15,884', '2': '3,359', '1': '1,512'}",1092
14411,31423133,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1495769497i/31423133.jpg,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,"Listening Length: 1 hour and 53 minutesIf you want to change the world, start off by making your bed.On May 17, 2014, Admiral William H. McRaven addressed the graduating class of the University of Texas at Austin on their Commencement day. Taking inspiration from the university's slogan, ""What starts here changes the world,"" he shared the ten principles he learned during Navy Seal training that helped him overcome challenges not only in his training and long Naval career, but also throughout his life; and he explained how anyone can use these basic lessons to change themselves-and the world-for the better.Admiral McRaven's original speech went viral with over 10 million views. Building on the core tenets laid out in his speech, McRaven now recounts tales from his own life and from those of people he encountered during his military service who dealt with hardship and made tough decisions with determination, compassion, honor, and courage. Told with great humility and optimism, this timeless book provides simple wisdom, practical advice, and words of encouragement that will inspire readers to achieve more, even in life's darkest moments.","['2 pages, Audiobook']","['First published April 4, 2017']",https://www.goodreads.com/author/show/417665.William_H_McRaven,William H. McRaven,['2'],"Audiobook, Nonfiction, Other",133018,9038,4.0,"{'5': '53,977', '4': '41,349', '3': '25,894', '2': '7,931', '1': '3,867'}",1093
4747,137559,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320475000i/137559.jpg,The Bumblebee Flies Anyway,"Sixteen-year-old Barney can't remember life before the Complex, an experimental clinic. He knows he's different--he's the control subject. Then he uncovers a terrible secret about himself, a secret that drives him to fulfill his and his fellow subjects' ultimate dream. The Bumblebee must fly!","['241 pages, Paperback']","['First published January 1, 1983']",https://www.goodreads.com/author/show/10442.Robert_Cormier,Robert Cormier,['241'],"Childrens, Thriller, Novels, Classics, Young Adult, Fiction, Other",1268,68,3.81,"{'5': '367', '4': '423', '3': '370', '2': '84', '1': '24'}",1093
2921,51114,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441615784i/51114.jpg,Women of the Silk,"Sent by her family to work in a silk factory just prior to World War II, young Pei grows to womanhood, working fifteen-hour days and sending her pay to the family who abandoned her.In ""Women of the Silk"" Gail Tsukiyama takes her readers back to rural China in 1926, where a group of women forge a sisterhood amidst the reeling machines that reverberate and clamor in a vast silk factory from dawn to dusk. Leading the first strike the village has ever seen, the young women use the strength of their ambition, dreams, and friendship to achieve the freedom they could never have hoped for on their own. Tsukiyama's graceful prose weaves the details of ""the silk work"" and Chinese village life into a story of courage and strength.","['278 pages, Paperback']","['First published October 1, 1991']",https://www.goodreads.com/author/show/28719.Gail_Tsukiyama,Gail Tsukiyama,['278'],"Historical, Historical Fiction, Fiction, Other",16523,1224,3.95,"{'5': '4,899', '4': '6,910', '3': '3,867', '2': '685', '1': '162'}",1093
9452,2583561,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347355439i/2583561.jpg,Coffin County,Coffin Country,"['334 pages, Paperback']","['First published May 27, 2008']",https://www.goodreads.com/author/show/11508.Gary_A_Braunbeck,Gary A. Braunbeck,['334'],"Horror, Thriller, Novels, Fantasy, Fiction, Other",385,32,3.64,"{'5': '100', '4': '127', '3': '94', '2': '47', '1': '17'}",1093
5905,267243,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408926209i/267243.jpg,Ironweed,"Francis Phelan, ex-ballplayer, part-time gravedigger, full-time drunk, has hit bottom. Years ago he left Albany in a hurry after killing a scab during a trolley workers' strike. He ran away again after accidentally -- and fatally -- dropping his infant son.Now, in 1938, Francis is back in town, roaming the old familiar streets with his hobo pal, Helen, trying to make peace with the ghosts of the past and the present.","['208 pages, Paperback']","['First published January 1, 1983']",https://www.goodreads.com/author/show/26090.William_Kennedy,William  Kennedy,['208'],"Literature, Novels, Historical Fiction, Classics, Fiction, Other",16899,878,3.87,"{'5': '5,041', '4': '6,344', '3': '4,111', '2': '1,075', '1': '328'}",1093
651,7036,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380393680i/7036.jpg,The Kalahari Typing School for Men,"An alternative cover edition for this ISBN can be found here.Life is never without its problems. Will Precious Ramotswe’s delightfully cunning and profoundly moral methods save the day? Find out in this, the fourth volume in the No.1 Ladies Detective Agency series featuring Botswana's first and only lady detective.Now that The No. 1 Ladies’ Detective Agency (the only detective agency for ladies and others in Botswana) is established, its founder, Precious Ramotswe, can look upon her life with pride: she’s reached her late thirties (""the finest age to be""), has a house, two children, a good fiancé -- Mr. J. L. B. Matekoni -- and many satisfied customers. But life is never without its problems. It turns out that her adopted son is responsible for the dead hoopoe bird in the garden; her assistant, Mma Makutsi, wants a husband and needs help with her idea to open the Kalahari Typing School for Men; yet Mma Ramotswe’s sexist rival has no trouble opening his Satisfaction Guaranteed Detective Agency across town. Will Precious Ramotswe’s delightfully cunning and profoundly moral methods save the day? Follow the continuing story of Botswana’s first lady detective in the irresistible The Kalahari Typing School for Men.","['210 pages, Paperback']","['First published June 1, 2002']",https://www.goodreads.com/author/show/4738.Alexander_McCall_Smith,Alexander McCall Smith,['210'],"Mystery, Fiction, Other",40321,1857,4.01,"{'5': '11,638', '4': '18,523', '3': '9,200', '2': '811', '1': '149'}",1093
11929,9787721,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328364584i/9787721.jpg,Manifesting Change: It Couldn't Be Easier,"New York Times bestselling author Mike Dooley delves into and goes far beyond his earlier works of Infinite Possibilities and Leveraging the Universe, sharing some of his most advanced material to date. Manifesting Change takes you behind the curtains of TIME and SPACE, revealing who you really are, how you got here, and why you chose this adventure. It's based upon the material that inspired Mike Dooley's 2nd World Tour, shared with over 10,000 people, on 6 continents, in 60 cities.This book illuminates how to move beyond the law of attraction to the next level--manifestation. It's a master guide for following your heart and taking action on your dreams. It includes easy-to-understand exercises, stories, and analogies, and reveals the extraordinarily unique concept, the ""Matrix"" that clearly shows the flow of events that trigger changes in your life based upon your thoughts, words, and actions. From theory to application, you'll learn the true ease and profound simplicity of hoisting up your sails so that they can be filled with the unfailing winds of the Universe in a journey you yourself will chart. This material is designed to slip past your defenses, into your heart, and plant seeds that will blossom into understanding, action, and life changes. It will help you understand what your heart longs for and how to approach it, while propelling you forward with supreme confidence. ","['180 pages, Kindle Edition']","['First published January 1, 2008']",https://www.goodreads.com/author/show/133854.Mike_Dooley,Mike Dooley,['180'],"Nonfiction, Other",992,74,4.15,"{'5': '454', '4': '316', '3': '160', '2': '42', '1': '20'}",1093
12723,14759334,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344318994i/14759334.jpg,Lullaby,"Don't miss the next chapter of Watersong, a bold new series that will enchant you, entrance you, and hold you captive under its spellNow that Gemma Fisher has inherited Penn, Lexi, and Thea's curse - and all the strange new powers that come along with it - she has no choice but to run away with them. Devastated that she has to leave everyone she loves behind, she's still determined not to give in to the unspeakable hungers that plague her.Unfortunately, they're growing stronger every day, and she's not sure how much longer she can resist.Harper won't give up on finding her sister Gemma, vowing to get her back no matter what the cost. The search draws her closer to too-gorgeous-for-his-own-good Daniel, and tests her fiercely guarded independence like never before. She's always been the strong one who everyone else depends on.... Can she let herself depend on Daniel?As Gemma and Harper plunge deeper into a magical world they barely understand, it becomes painfully clear that Gemma's old life may be lost forever. But can she still hold on to her humanity?","['290 pages, Hardcover']","['First published November 27, 2012']",https://www.goodreads.com/author/show/3486415.Amanda_Hocking,Amanda Hocking,['290'],"Paranormal, Young Adult, Romance, Fantasy, Fiction, Other",13938,978,3.84,"{'5': '4,127', '4': '4,820', '3': '3,808', '2': '971', '1': '212'}",1093
9434,2553472,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266918217i/2553472.jpg,The Heart of Danger,"When a secret mass grave in the Balkans reveals the body of Dorrie Mowat, intelligence officer-turned-P.I. Bill Penn is drawn into the barbaric domain of a psychotic Serbian warlord to uncover the truth, only to find his life and everything he once believed in on the line. Reprint.","['400 pages, Paperback']","['First published January 1, 1995']",https://www.goodreads.com/author/show/64525.Gerald_Seymour,Gerald Seymour,['400'],"Thriller, Fiction",256,24,3.9,"{'5': '81', '4': '94', '3': '61', '2': '15', '1': '5'}",1093
2745,46204,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403179089i/46204.jpg,An Invisible Sign of My Own,"Aimee Bender’s stunning debut collection, The Girl in the Flammable Skirt , proved her to be one of the freshest voices in American fiction. Now, in her first novel, she builds on that early promise.Mona Gray was ten when her father contracted a mysterious illness and she became a quitter, abandoning each of her talents just as pleasure became intense. The only thing she can’t stop doing is She knocks on wood, adds her steps, and multiplies people in the park against one another. When Mona begins teaching math to second-graders, she finds a ready audience. But the difficult and wonderful facts of life keep intruding. She finds herself drawn to the new science teacher, who has an unnerving way of seeing through her intricately built façade. Bender brilliantly directs her characters, giving them unexpected emotional depth and setting them in a calamitous world, both fancifully surreal and startlingly familiar.","['256 pages, Paperback']","['First published July 18, 2000']",https://www.goodreads.com/author/show/5285.Aimee_Bender,Aimee Bender,['256'],"Adult, Novels, Contemporary, Fiction, Other",4634,558,3.69,"{'5': '1,157', '4': '1,603', '3': '1,254', '2': '499', '1': '121'}",1094
12663,13606472,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335117191i/13606472.jpg,Five Little Peppers Abroad,"When the friends of the Pepper family found that the author was firm in her decision to continue their history no further, they brought their appeals for the details of some of those good times that made the “little brown house” an object-lesson.",['Hardcover'],"['First published January 1, 1902']",https://www.goodreads.com/author/show/5315.Margaret_Sidney,Margaret Sidney,[None],"Childrens, Historical Fiction, Classics, Young Adult, Fiction, Other",392,24,3.81,"{'5': '119', '4': '118', '3': '122', '2': '28', '1': '5'}",1094
9740,3041029,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312045438i/3041029.jpg,The Unblemished,"Enter the mind of a serial killer who believes he is the rightful son and heir to an ancient dynasty of flesh-eating monsters. Follow the frantic journey of a mother whose daughter is infected with the stuff of nightmare, and look through the eyes of Bo Mulvey, a man upon whom the fate and survival of the entire human race depends. This apocalyptic novel set in London is an epic tale of history and destiny, desperation and desire, and atrocity and atonement.","['347 pages, Paperback']","['First published August 30, 2006']",https://www.goodreads.com/author/show/51420.Conrad_Williams,Conrad Williams,['347'],"Horror, Fantasy, Fiction, Other",228,22,3.64,"{'5': '47', '4': '87', '3': '67', '2': '19', '1': '8'}",1094
6528,383022,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416369108i/383022.jpg,The Man with the Golden Arm,"The Man with the Golden Arm is Nelson Algren's most powerful and enduring work. On the 50th anniversary of its publication in November 1949, for which Algren was honored with the first National Book Award (which he received from none other than Eleanor Roosevelt at a ceremony in March 1950), Seven Stories is proud to release the first critical edition of an Algren work.A novel of rare genius, The Man with the Golden Arm describes the dissolution of a card-dealing WWII veteran named Frankie Machine, caught in the act of slowly cutting his own heart into wafer-thin slices. For Frankie, a murder committed may be the least of his problems.The literary critic Malcolm Cowley called The Man with the Golden Arm Algren's defense of the individual, while Carl Sandburg wrote of its strange midnight dignity. A literary tour de force, here is a novel unlike any other, one in which drug addiction, poverty, and human failure somehow suggest a defense of human dignity and a reason for hope.Special contributions by Russell Banks, Bettina Drew, James R. Giles, Carlo Rotella, William Savage, Lee Stringer, Studs Terkel, Kurt Vonnegut, and others.","['464 pages, Paperback']","['First published January 1, 1949']",https://www.goodreads.com/author/show/17220.Nelson_Algren,Nelson Algren,['464'],"Literature, Mystery, Classics, Fiction, Other",3053,324,3.87,"{'5': '979', '4': '1,088', '3': '679', '2': '231', '1': '76'}",1094
12626,13565888,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333054530i/13565888.jpg,The Religion of Man,"Tagore is unequivocal in his faith. He appreciates the intellectual triumphs of science, but he writes as a poet & philosopher. Man must always be a music-maker & dreamer; he must never lose, in his material quests, his longing for the touch of the divine. He traces the growth of the idea of God from primitive notions to universality. Today, as he says, all barriers are down & the ""the God of humanity has arrived at the gates of the ruined temple of the tribe."" His book rings with joy & affirmation overstepping all limitations of race & creed. ""His estimates of western civilization are searching & some of them written in acid: one reads much between the lines-but Tagore recognizes the true strength of the west & the faults of the east. The lectures are actually a superb & haunting criticism & evaluation of life from the viewpoint of an immemorial philosophy by a wise man.""--Christian Century This is a book for everyone: a book whose human interest & pervading charm assure it a wide appeal & lasting value. It's not a philosophical work, as its author repeatedly warns us; in fact, its one semi-philosophical chapter (the 1st) may well be omitted. Its value is religious & poetical; like the essays of Emerson, it is primarily a document of the spiritual life.""--Journal of Religion ""Rich in profound thought & poetic speech--he has never written anything so penetrating an illumination on the nature of things¦ Tagore has seen visions, & he can paint them for us with a compelling charm due to utter simplicity & fidelity. But he has not stopped there. His reason hs entered into truth by the doors which his intuition has opened¦ A treasure-store of truth, beauty & wisdom.""--New Chronicle Rabindranath Tagore (1861-1941) was the youngest son of Debendranath Tagore, a leader of the Brahmo Samaj, which was a new religious sect in 19th-century Bengal & which attempted a revival of the ultimate monistic basis of Hinduism as laid down in the Upanishads. He was educated at home; & altho at 17 he was sent to England for formal schooling, he didn't finish his studies there. In his mature years, in addition to his many-sided literary activities, he managed the family estates, a project which brought him into close touch with common humanity & increased his interest in social reforms. He also started an experimental school at Shantiniketan where he tried his Upanishadic ideals of education. From time to time he participated in the Indian nationalist movement, tho in his own unsentimental & visionary way. Gandhi, the political father of modern India, was his devoted friend. Tagore was knighted by the ruling British Government in 1915, but within a few years he resigned the honor as a protest against British policies in India. Tagore had early success as a writer in his native Bengal. With his translations of some of his poems he became rapidly known in the West. In fact his fame attained a luminous height, taking him across continents on lecture tours & tours of friendship. For the world he became the voice of India's spiritual heritage; & for India, especially for Bengal, he became a great living institution.","['239 pages, Paperback']","['First published May 1, 1933']",https://www.goodreads.com/author/show/36913.Rabindranath_Tagore,Rabindranath Tagore,['239'],"Nonfiction, Other",275,33,4.15,"{'5': '121', '4': '98', '3': '38', '2': '13', '1': '5'}",1094
8642,1469910,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348286496i/1469910.jpg,Bittersweet,"In Bittersweet, Danielle Steel has written a novel for our times, a story of choices and new beginnings.India Taylor lived in a world of manicured lawns and neatly maintained calendars: a merry-go-round of Little League, piano lessons, and Cape Cod summer vacations. With four wonderful children, India believed in commitment and sacrifice, just as she believed in Doug, the man she married 17 years before. For India, this was the promise she made, the life she had chosen--not the award-winning career as a photojournalist she once had. It was a choice she had never truly regretted. Until she begins to regret it with all her heart.India couldn't pinpoint the exact moment. Perhaps it was the last time her agent called, begging her to take an assignment Doug insisted she turn down. Or perhaps it was when Doug told her he thought of her as a companion and someone to take care of their kids, and not much more. At that moment, the price of the sacrifices she'd made began to seem high.And then, she met Paul Ward. A Wall Street tycoon married to a bestselling author, Paul lived life on his own terms, traveling the world on his own yacht. India hadn't planned to become Paul's friend. Anything more was unthinkable. Yet talking to Paul was so easy. India could share her dreams with him, and offer comfort when Paul suffers a heartbreak of his own. And while Paul urges India to reclaim her career, Doug is adamantly against it, determined to keep her tied to the home. But with Paul's encouragement, India slowly, painfully, begins to break free, and find herself again.Rediscovering her creativity and her courage, India uses Paul like a beacon on the horizon, sharing intimate phone conversations with a man half a world away, a man who never stops reminding her of all that is possible for her. India is changing, and nothing in her life will ever be the same again. Not her marriage. Not her friendship with Paul. And when India is presented with an irresistible opportunity, she makes a heart-wrenching decision, leaving a safe, familiar place-and the people she loves there-to move into the terror of the unknown.Bittersweet is her story, a story of freedom, of having dreams and making choices to find them. With unerring insight, Danielle Steel has created a moving portrait of a woman who dares to embark on a new adventure and the man who helps her get there. Her painful, exhilarating journey inspires us all.","['476 pages, Paperback']","['First published January 1, 1999']",https://www.goodreads.com/author/show/14255.Danielle_Steel,Danielle Steel,['476'],"Novels, Contemporary, Romance, Fiction, Other",6296,214,3.89,"{'5': '2,246', '4': '1,790', '3': '1,710', '2': '413', '1': '137'}",1094
13006,16300325,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355097718i/16300325.jpg,Ember's Curse,"For Prime-Werewolf Ember Stilwell, life has been far from normal. Decades ago, a vengeful Witch cursed her Pack, leaving the women of her line incapable of feeling love. When an organized group of immortal killers begin to stalk and capture wolves from her pack, she sets out on a path fraught with danger. Just when it seems the world as she knows it will be changed forever, she meets Collin, an Alpha Werewolf with a body built for sin. As her heart begins to heal, she comes to find that the demons of her past are not nearly as dangerous as the nightmares she will be forced to face in her future. Can finding her true love conquer all? Or will the ability to feel for the first time be overshadowed by losing everything else she holds dear?","['211 pages, Kindle Edition']","['First published December 15, 2012']",https://www.goodreads.com/author/show/6653864.Gena_D_Lutz,Gena D. Lutz,['211'],"Paranormal, Romance, Fantasy, Other",564,114,3.84,"{'5': '194', '4': '182', '3': '114', '2': '52', '1': '22'}",1094
9659,2932916,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315006655i/2932916.jpg,Easy Innocence,"When pretty, smart Sara Long is found bludgeoned to death, it's easy to blame the man with the bat. But Georgia Davis -- former cop and newly-minted PI -- is hired to look into the incident at the behest of the accused's sister, and what she finds hints at a much different, much darker answer. It seems the privileged, preppy schoolgirls on Chicago's North Shore have learned just how much their innocence is worth to hot-under-the-collar businessmen. But while these girls can pay for Prada pricetags, they don't realize that their new business venture may end up costing them more than they can afford.","['396 pages, Hardcover']","['First published April 1, 2008']",https://www.goodreads.com/author/show/77146.Libby_Fischer_Hellmann,Libby Fischer Hellmann,['396'],"Thriller, Mystery, Young Adult, Fiction, Other",1555,220,3.9,"{'5': '469', '4': '597', '3': '387', '2': '73', '1': '29'}",1094
