Unnamed: 0,book_id,cover_image_uri,book_title,book_details,format,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution,genre_rank
13092,17332218,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905768i/17332218.jpg,Words of Radiance,"Words of Radiance, Book Two of the Stormlight Archive, continues the immersive fantasy epic that The Way of Kings began.Expected by his enemies to die the miserable death of a military slave, Kaladin survived to be given command of the royal bodyguards, a controversial first for a low-status ""darkeyes."" Now he must protect the king and Dalinar from every common peril as well as the distinctly uncommon threat of the Assassin, all while secretly struggling to master remarkable new powers that are somehow linked to his honorspren, Syl.The Assassin, Szeth, is active again, murdering rulers all over the world of Roshar, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne. His leading role in the war would seem reason enough, but the Assassin's master has much deeper motives.Brilliant but troubled Shallan strives along a parallel path. Despite being broken in ways she refuses to acknowledge, she bears a terrible burden: to somehow prevent the return of the legendary Voidbringers and the civilization-ending Desolation that will follow. The secrets she needs can be found at the Shattered Plains, but just arriving there proves more difficult than she could have imagined.Meanwhile, at the heart of the Shattered Plains, the Parshendi are making an epochal decision. Hard pressed by years of Alethi attacks, their numbers ever shrinking, they are convinced by their war leader, Eshonai, to risk everything on a desperate gamble with the very supernatural forces they once fled. The possible consequences for Parshendi and humans alike, indeed, for Roshar itself, are as dangerous as they are incalculable.","['1087 pages, Hardcover']","['First published March 4, 2014']",https://www.goodreads.com/author/show/38550.Brandon_Sanderson,Brandon Sanderson,['1087'],"Adult, Audiobook, Fantasy, Fiction, Other",355368,21983,4.76,"{'5': '283,791', '4': '60,226', '3': '9,190', '2': '1,465', '1': '696'}",1
1833,24520,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388325762i/24520.jpg,The Complete Aubrey/Maturin Novels,"Patrick O’Brian’s twenty-one-volume Aubrey/Maturin series has delighted generations of devoted fans, inspired a blockbuster film, and sold millions of copies in twenty-four languages. These five omnibus volumes, beautifully produced and boxed, contain 7,000 pages of what has often been described as a single, continuous narrative. They are a perfect tribute for such a literary achievement, and a perfect gift for the O’Brian enthusiast.","['6576 pages, Hardcover']","['First published January 1, 1994']",https://www.goodreads.com/author/show/5600.Patrick_O_Brian,Patrick O'Brian,['6576'],"Adventure, Literature, Historical Fiction, Classics, Historical, Fiction, Other",2241,138,4.76,"{'5': '1,838', '4': '317', '3': '57', '2': '14', '1': '15'}",1
7963,862041,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041.jpg,Harry Potter Series Box Set,"Over 4000 pages of Harry Potter and his world, including all 7 books.All seven eBooks in the multi-award winning, internationally bestselling Harry Potter series, available as one download with stunning cover art by Olly Moss. Enjoy the stories that have captured the imagination of millions worldwide.","['4100 pages, Hardcover']","['First published October 1, 2007']",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling,['4100'],"Childrens, Adventure, Classics, Young Adult, Fantasy, Fiction, Other",288478,8383,4.74,"{'5': '232,835', '4': '41,580', '3': '9,860', '2': '2,060', '1': '2,143'}",1
1867,24812,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607384975i/24812.jpg,The Complete Calvin and Hobbes,"[ 
Box Set
 | Book One | Book Two | Book Three ]Calvin and Hobbes is unquestionably one of the most popular comic strips of all time. The imaginative world of a boy and his real-only-to-him tiger was first syndicated in 1985 and appeared in more than 2,400 newspapers when Bill Watterson retired on January 1, 1996. The entire body of Calvin and Hobbes cartoons published in a truly noteworthy tribute to this singular cartoon in The Complete Calvin and Hobbes. Composed of three hardcover, four-color volumes in a sturdy slipcase, this New York Times best-selling edition includes all Calvin and Hobbes cartoons that ever appeared in syndication. This is the treasure that all Calvin and Hobbes fans seek.","['1456 pages, Hardcover']","['First published September 6, 2005']",https://www.goodreads.com/author/show/13778.Bill_Watterson,Bill Watterson,['1456'],"Classics, Fiction, Other",40335,1190,4.81,"{'5': '34,805', '4': '4,062', '3': '963', '2': '281', '1': '224'}",1
14100,26148181,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445205723i/26148181.jpg,Some Kind of Perfect,"Epilogue Novel of the Addicted/Calloway Sisters seriesFalling in love was just the beginning.The conclusion to the epic 10-book series about the unbreakable strength of family, friendship, and love.Lily and Lo are back one final time. Childhood best friends and soul mates.Ryke and Daisy are back one final time. Wild risk takers and flirty adventurers.Connor and Rose are back one final time. Genius rivals and intellectual teammates.Ten years of laughter. Of heartache. And love.","['664 pages, ebook']","['First published May 20, 2016']",https://www.goodreads.com/author/show/7056935.Krista_Ritchie,Krista Ritchie,['664'],"Contemporary, Adult, Audiobook, Romance, Fiction, Other",24697,4063,4.65,"{'5': '18,250', '4': '4,618', '3': '1,491', '2': '244', '1': '94'}",1
13135,17450513,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362292731i/17450513.jpg,Hunt for the Star,"“Victory is not judged by benevolence”A hero is not forged by the good deeds they commit, but rather by how many bad deeds they do whilst remaining true to the journey.The Eldon Star is the last remnant power of a long extinct dynasty of Dragon Deities. Tasked with retrieving it is the aging warrior, Artos Hestrom, who utilizes lies and deception just as frequently as blades and glory to procure who and what he wants.Standing in his way is the evil Sorcerer, Ruehl, who uses his minions to relentlessly scour the land for the crystal. Betrayals, challenges and the ever-lingering threat of death looms over the heroes as entire armies are drawn into the conflict.The world of Edoria is at war as the hunt for the Star begins…","['462 pages, Kindle Edition']","['First published February 16, 2013']",https://www.goodreads.com/author/show/6966878.Dane_Richter,Dane Richter,['462'],Fantasy,53,24,4.83,"{'5': '44', '4': '9', '3': '0', '2': '0', '1': '0'}",1
4836,143045,https://dryofg8nmyqjw.cloudfront.net/images/no-cover.png,The Knights of King Midas,,"['160 pages, Hardcover']","['First published November 12, 1962']",https://www.goodreads.com/author/show/82640.Paul_Berna,Paul Berna,['160'],Fiction,6,2,4.83,"{'5': '5', '4': '1', '3': '0', '2': '0', '1': '0'}",1
15834,60044941,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1679092053i/60044941.jpg,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,"BODY IN ABYSS, HEART IN PARADISEWhite No-Face, Xie Lian’s greatest fear and most hated enemy, has arrived…or so it seems. While the ghost with the half-crying, half-smiling mask is somewhere nearby, the creature is elusive as always, taunting Xie Lian from just out of reach and promising the total destruction of everything he holds dear.As Xie Lian confronts the trauma of his last encounter with the terrifying ghost, Hua Cheng will do anything in his power to protect him. But White No-Face’s identity and purpose are not the only mysteries to unravel, as Hua Cheng also has a history in the labyrinthine tunnels beneath Mount Tonglu. Will Xie Lian finally discover the full connection they share—and learn the true depths of Hua Cheng’s devotion?","['412 pages, Paperback']","['Published May 30, 2023']",https://www.goodreads.com/author/show/21718579.M_Xi_ng_T_ng_Xi_,Mò Xiāng Tóng Xiù,['412'],"Historical, Romance, Fantasy, Fiction, Other",9453,1098,4.82,"{'5': '7,966', '4': '1,263', '3': '198', '2': '19', '1': '7'}",1
4083,95602,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349032180i/95602.jpg,Mark of the Lion Trilogy,"This best-selling trilogy chronicles a tale of persecution and perseverance of 1st-century Christians in hedonistic Rome.#1 A Voice in the Wind: Torn by her love for a handsome aristocrat, a young slave girl clings to her faith in the living God for deliverance from the forces of decadent Rome. #2 An Echo in the Darkness: Turning away from the opulence of Rome, Marcus is led by a whispering voice from the past into a journey that could set him free from the darkness of his soul. #3 As Sure As the Dawn: Atretes. German warrior. Revered gladiator. He won his freedom through his fierceness . . . but his life is about to change forever.","['1468 pages, Paperback']","['First published January 1, 1993']",https://www.goodreads.com/author/show/6492.Francine_Rivers,Francine Rivers,['1468'],"Historical Fiction, Historical, Romance, Fiction, Other",13338,887,4.78,"{'5': '11,084', '4': '1,733', '3': '394', '2': '84', '1': '43'}",1
9131,2186848,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308879310i/2186848.jpg,"The Absolute Sandman, Volume 3","One of the most popular and critically acclaimed comic book titles of all time, New York Times best-selling author Neil Gaiman's masterpiece 
The Sandman
 set new standards for mature, lyrical fantasy and graphic narrative. Now, Vertigo and DC Comics are proud to present the third of four definitive Absolute Editions collecting this groundbreaking series in its entirety. 
The Absolute Sandman, Volume Three
 reprints issues 40-56 of 
The Sandman
 and The Sandman Special 1 and features remastered coloring prepared especially for this edition on issues 40-49 and the Special. This volume also includes an introduction by Jill Thompson (artist for 
The Sandman, Vol 7: Brief Lives
), a never-before-reprinted story by Gaiman and artist Michael Zulli, a complete reproduction of the one-shot The Endless Gallery as well as two additional 8-pages galleries, and the original script and thumbnail pencils by Gaiman and artist P. Craig Russell for the acclaimed story ""Ramadan"" from The Sandman 50.","['616 pages, Slipcased Hardcover']","['First published December 1, 1993']",https://www.goodreads.com/author/show/1221698.Neil_Gaiman,Neil Gaiman,['616'],"Horror, Fantasy, Fiction, Other",7908,200,4.69,"{'5': '5,988', '4': '1,461', '3': '385', '2': '58', '1': '16'}",1
15260,49086655,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1575407825i/49086655.jpg,Addressed To Her: A Short Story,"Being the sole bearer of the truth, and responsible for delivering a package of grave importance, Harshvardhan Singh travels to the address of the addressee, only to find himself in the midst of a celebratory household. Knowing his very life hangs by a fragile thread, will he be able to deliver the package in time, before everything he has ever known obliterates into nothingness?","['32 pages, Kindle Edition']","['Published November 30, 2019']",https://www.goodreads.com/author/show/19789224.Granthana_Sinha,Granthana Sinha,['32'],"Mystery, Thriller, Other",15,11,4.8,"{'5': '13', '4': '1', '3': '1', '2': '0', '1': '0'}",1
15207,45031654,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555130894i/45031654.jpg,100 Fun Bible Facts: The Exciting way to Learn,"The Truth has never been so fun to learn till now! Adults and children all across the world are now remembering facts about The Holy Bible with ease. This is because they are fascinated by how they can connect in a real kind-of-way to these exciting Truths. This is a tried-and-true motivating method that gives a clear understanding, while keeping a grasp on comprehension. This is the first book of-its-kind, and it keeps the awe-inspired reader continuously interested. Every person that has the privilege to absorb this kind of Wisdom will hold onto it throughout their precious lives as it paves the way to an accurate road of Faith and strength. This carefully crafted timeless piece will help build self-confidence, self-expression, and closeness to the Lord. Readers won't be able to hold in all of the magnificent facts that they've learned and will quickly share their enthusiasm with others.","['62 pages, Kindle Edition']","['First published April 9, 2019']",https://www.goodreads.com/author/show/19050796.Ginger_Baum,Ginger Baum,['62'],"Nonfiction, Other",232,28,4.93,"{'5': '224', '4': '3', '3': '3', '2': '0', '1': '2'}",1
8762,1679497,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618720195i/1679497.jpg,The Fortress,"A novel on 18th century Sarajevo under Ottoman rule, featuring a soldier returned from the wars. A Muslim, he marries a Christian girl who supports him while he dabbles in politics, eventually leading a raid to rescue a friend from jail.","['406 pages, Paperback']","['First published January 1, 1970']",https://www.goodreads.com/author/show/205563.Me_a_Selimovi_,Meša Selimović,['406'],"Novels, Literature, Historical Fiction, Historical, Classics, Fiction, Other",5454,206,4.67,"{'5': '4,097', '4': '1,026', '3': '262', '2': '47', '1': '22'}",1
7439,656044,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439301270i/656044.jpg,Bill Cosby: Coming at You,,"['32 pages, Hardcover']","['First published January 1, 1978']",https://www.goodreads.com/author/show/317389.Sandra_Ziegler,Sandra Ziegler,['32'],Other,1,1,5.0,"{'5': '1', '4': '0', '3': '0', '2': '0', '1': '0'}",1
11057,6606305,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388205580i/6606305.jpg,Black Dagger Brotherhood: Boxed Set #1-6,"Perfect for fans of Ward's bestselling Black Dagger Brotherhood series, this beautiful box set contains the first six novels in the saga. Includes ""Dark Lover, Lover Eternal, Lover Awakened, Lover Revealed, Lover Unbound,"" and ""Lover Enshrined."" Original.",['Mass Market Paperback'],"['First published September 29, 2009']",https://www.goodreads.com/author/show/20248.J_R_Ward,J.R. Ward,[None],"Paranormal, Adult, Romance, Fantasy, Other",8799,233,4.7,"{'5': '6,962', '4': '1,259', '3': '400', '2': '103', '1': '75'}",1
14246,29227774,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1667655583i/29227774.jpg,Light Bringer,"Darrow returns as Pierce Brown’s New York Times bestselling Red Rising series continues in the thrilling sequel to Dark Age.“The measure of a man is not the fear he sows in his enemies. It is the hope he gives his friends.”—Virginia au Augustus  The Reaper is a legend, more myth than man: the savior of worlds, the leader of the Rising, the breaker of chains.  But the Reaper is also Darrow, born of the red soil of Mars: a husband, a father, a friend.  The worlds once needed the Reaper. But now they need Darrow. Because after the dark age will come a new age: of light, of victory, of hope.","['682 pages, Hardcover']","['First published July 25, 2023']",https://www.goodreads.com/author/show/6474348.Pierce_Brown,Pierce Brown,['682'],"Science Fiction, Adult, Audiobook, Fantasy, Fiction, Other",37636,4047,4.75,"{'5': '29,833', '4': '6,503', '3': '1,065', '2': '158', '1': '77'}",1
12568,13495579,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1596499184i/13495579.jpg,Blackout,"WHAT WAS SHALL NO LONGER BE. WHAT WAS NOT SHALL NOW BECOME.Despite having the protection of the talisman and the Legion, a reforming force of warrior angels and elementals, guarding his every move, things are not looking good for Charlie Blake. Tasked with the responsibility of saving mankind, finding the four diamonds to restore the talisman is all he can think of, but when his prophetic visions start to invade his reality and he suddenly can’t distinguish the dream world from the real world, the pending extinction of mankind becomes the least of his problems. Everyone assumes Charlie’s dormant powers are activating, until he starts showing symptoms of a deadly disease.With his nemesis, Gaddis, threatening the lives of his loved ones, he faces a race against time to locate the Stone of Raphael, the air diamond, before an imminent pandemic destroys civilization. As he ventures into dangerous lands once again, he unearths shocking revelations about his past life that forces him to question his allegiance. With no one to turn to for answers, he can’t help but wonder if his purpose is truly to save mankind.",['Kindle Edition'],"['First published March 19, 2014']",https://www.goodreads.com/author/show/20772323.Alecia_Stone,Alecia Stone,[None],Young Adult,44,6,4.82,"{'5': '38', '4': '4', '3': '2', '2': '0', '1': '0'}",1
13660,22091081,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400887375i/22091081.jpg,The Warden and the Wolf King,"All winter long, people in the Green Hollows have prepared for a final battle with Gnag the Nameless and the Fangs of Dang. Janner, Kalmar, and Leeli—Throne Warden, Wolf King, and Song Maiden of Anniera—are ready and willing to fight alongside the Hollowsfolk, but when the Fangs make the first move and invade Ban Rona, the children are separated. Janner is alone and lost in the hills; Leeli is fighting the Fangs from the rooftops of the city; and Kalmar, who carries a terrible secret, is on a course for the Deeps of Throg. Meanwhile in Skree, Sara Cobbler and Maraly Weaver care for the broken Artham Wingfeather as Fangs muster for battle across the MightyRiver Blapp. Sea dragons lurk in the waters. Wicked Stranders crawl through the burrows. Ridgerunners and trolls prowl the land. Cloven haunt the forest. Monsters and Fangs and villains lie between the children and their only hope of victory—in the epic conclusion of The Wingfeather Saga.","['519 pages, Hardcover']","['First published July 21, 2014']",https://www.goodreads.com/author/show/746724.Andrew_Peterson,Andrew       Peterson,['519'],"Audiobook, Young Adult, Fantasy, Fiction, Other",12895,1718,4.75,"{'5': '10,309', '4': '2,078', '3': '413', '2': '67', '1': '28'}",2
5,8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388185391i/8.jpg,"Harry Potter Boxed Set, Books 1-5","Box Set containing Harry Potter and the Sorcerer's Stone, Harry Potter and the Chamber Of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet Of Fire, and Harry Potter and the Order of the Phoenix!","['2690 pages, Paperback']","['First published October 1, 2003']",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling,['2690'],"Childrens, Adventure, Young Adult, Fantasy, Fiction, Other",148443,313,4.72,"{'5': '120,035', '4': '19,721', '3': '5,489', '2': '1,329', '1': '1,869'}",2
7763,783510,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420448647i/783510.jpg,Nutuk,"Atatürk`ün kendi kaleminden çıkan bu eser, yine Atatürk tarafından Cumhuriyet Halk Partisi`nin 15-20 Ekim 1927 tarihleri arasında Ankara`da toplanan ikinci kurultayında 36,5 saat süren ve altı günde okunarak tarihi bir hitabeye dayandığı için NUTUK adını almıştır.1919 senesi Mayısının 19. günü Samsun'a çıktım. Vaziyet ve manzara-i umumiye: Osmanlı Devleti'nin dahil bulunduğu grup, Harb-i Umumide mağlup olmuş, Osmanlı ordusu her tarafta zedelenmiş, şeriaiti ağır bir mütarekename imzalanmış. Büyük harbin uzun seneleri zarfında, millet, yorgun ve fakir bir halde. Millet ve memleketi Harb-i Umumiye sevk edenler, kendi hayatları endişesine düşerek, memleketten firar etmişler. Saltanat ve hilafet mevkiini işgal eden Vahdettin, mütereddi, şahsını ve yalnız tahtını temin edebileceğini tahayyül ettiği deni tedbirler araştırmakta. Damat Ferit Paşa'nın riyasetindeki kabine; aciz, haysiyetsiz, cebin, yalnız Padişah'ın iradesine tabi ve onunla beraber şahıslarını vikaye edebilecek herhangi bir vaziyete razı.Ordu'nun elinden esliha ve cephanesi alınmış ve alınmakta...İtilaf Devletleri, mütareke ahkamına rivayete lüzum görmüyorlar. Birer vesile ile, İtilaf donanmaları ve askerleri İstanbul'da. Adana vilayeti Fransızlar; Urfa, Maraş, Ayıntap İngilizler tarafından işgal edilmiş. Antalya ve Konya'da, İtalyan kıtaat-ı askeriyesi; Merzifon ve Samsun'da İngiliz askerleri bulunuyor. Her tarafta, ecnebi zabit ve memurları ve hususi adamları faaliyette. Nihayet, mebde-i kelam kabul ettiğimiz tarihten dört gün evvel, 15 Mayıs 1919'da İtilaf Devletleri'nin muvafakatiyle Yunan ordusu İzmir'e ihraç ediliyor.(Kitabın İçinden)","['610 pages, Paperback']","['First published January 1, 1927']",https://www.goodreads.com/author/show/2793859.Mustafa_Kemal_Atat_rk,Mustafa Kemal Atatürk,['610'],"Classics, Nonfiction, Other",5009,200,4.81,"{'5': '4,384', '4': '407', '3': '133', '2': '51', '1': '34'}",2
15693,58027863,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1652212196i/58027863.jpg,Heartstopper: Volume 1-4,"Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...? Written and illustrated by the author of 'Solitaire' and 'Radio Silence'. Updates three times a month (from Feb 2017), on the 1st, 11th, and 21st.","['1260 pages, Paperback']","['First published September 1, 2016']",https://www.goodreads.com/author/show/7789423.Alice_Oseman,Alice Oseman,['1260'],"Contemporary, Young Adult, Romance, Other",8349,942,4.65,"{'5': '6,070', '4': '1,747', '3': '425', '2': '65', '1': '42'}",2
10000,3375878,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384827898i/3375878.jpg,"The Absolute Sandman, Volume 4","One of the most popular and critically acclaimed book titles of all time, New York Times best-selling author Neil Gaiman's masterpiece 
The Sandman
 set new standards for mature, lyrical fantasy and graphic narrative. Now, Vertigo and DC Comics are proud to present the last of four definitive Absolute Editions collecting this groundbreaking series in its entirety.
The Absolute Sandman, Volume Four
 reprints issues 57-75 of The Sandman and features an introduction by Karen Berger, editor of the original series and founder of the Vertigo imprint. This volume also includes a survey of exquisite memorabilia from the Dreaming, the original script and thumbnails by Gaiman and artist Marc Hempel for the first part of ""The Kindly Ones"" from The Sandman 57, and the complete script by Gaiman for the title's final issue, together with thumbnails, pencils, and paintings by artist Charles Vess.","['608 pages, Slipcased Hardcover']","['First published February 1, 1996']",https://www.goodreads.com/author/show/1221698.Neil_Gaiman,Neil Gaiman,['608'],"Horror, Fantasy, Fiction, Other",8844,198,4.69,"{'5': '6,843', '4': '1,441', '3': '425', '2': '88', '1': '47'}",2
5729,241011,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1592584471i/241011.jpg,The moonlight sonata,"English, Greek (translation)","['15 pages, Paperback']","['First published October 1, 1956']",https://www.goodreads.com/author/show/17170817.Giannes_Ritsos,Giannes Ritsos,['15'],"Literature, Classics, Other",1669,80,4.7,"{'5': '1,275', '4': '306', '3': '69', '2': '15', '1': '4'}",2
15202,44799982,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554575415i/44799982.jpg,The Mindf*ck Series,"This is the entire series put into one book. They took too much.Left too little.I had nothing to lose...until him.*****************I didn't expect him.I didn't want to fall in love.But I can't let him go.Logan Bennett makes the world a safer place.He's brilliant.He's a hero.He locks away the sick and depraved.But while he's saving lives, I'm taking them. Collecting the debts that are owed to me.Ten years ago, they took from me. They left me for dead.They should have made sure I stayed dead.Now I'm taking from them.One name at a time.I've trained for too long.I've been patient.I can't stop now.Revenge is best served cold...They never see me coming, until I paint their walls red.Logan doesn't know how they hurt me. He doesn't know about the screams they ignored. He doesn't know how twisted that town really is.He just knows people are dying.He doesn't know he's in love with their killer.No one suspects a dead girl.And Logan doesn't suspect the girl in his bed.They're looking for a monster.Not a girl who loves red.Not a girl in love.I'm a faceless nightmare.At least until I tell them the story they've pretended never happened.But in the end, will Logan choose them? Or will we watch them burn together?**Graphic**Adult language**Some triggers could be too much for the easily disturbed reader**Sexual content**Fucked up moral compass; read at your own risk.","['692 pages, Paperback']","['First published December 10, 2016']",https://www.goodreads.com/author/show/16120982.S_T_Abby,S.T. Abby,['692'],"Mystery, Contemporary, Thriller, Adult, Romance, Other",46742,6521,4.63,"{'5': '33,876', '4': '9,478', '3': '2,623', '2': '542', '1': '223'}",2
15335,50926309,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1567874840l/50926309.jpg,100 Bible Facts About Jesus: The Exciting way to Learn,"To your avail, I have this fascinating book here that holds unique facts about Jesus Christ. It is mightily condensed with particulars that you cannot find inside of any other book unless you read the Holy Bible. The Holy Bible is my go-to Book for everything! That is why I thoroughly researched over 500 hours within the Bible to bring you accurate and distinct facts about our Loving Lord for this particular book. It is rooted in Biblical principles, genuine truths, and values that we should all be applying to our lives daily. I am vehemently convinced that after you accomplish reading these written works, chances are, you will know more about Jesus than anyone you know! You will securely grow in Christ and add to your Christian armor with every devoted page. Everything in parenthesis has been added for your enjoyment. The Glorious details that are provided for you will build your Faith and strengthen your living soul. There’s not one thirsty life that will not have a grandiose impact of well-being and confidence about our Savior following the veracity of effects at the rewarding close of portions.","['161 pages, Kindle Edition']","['First published September 5, 2019']",https://www.goodreads.com/author/show/19050796.Ginger_Baum,Ginger Baum,['161'],"Nonfiction, Other",261,40,4.9,"{'5': '250', '4': '2', '3': '6', '2': '0', '1': '3'}",2
16224,209607645,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1710171542i/209607645.jpg,Shadow's Siege,"Shadow Island is under siege.Just a few short months ago, Sheriff Rebecca West thought her toughest battles were behind her. But nothing could have prepared her for the turmoil she’s faced since coming to Shadow Island. Attempts on her life. Heartbreak. Betrayal. And that’s just the beginning.The worst is yet to come.Still reeling from the shocking discovery of who’s behind Shadow Island’s exclusive and depraved ""men’s"" club, Rebecca is determined to take them down. There’s only one problem. One by one, the members end up dead. Tongues cut out, hands chopped off—the message is clear...Dead witnesses can’t talk. Now everyone is a potential victim.Is there a traitor in the club’s midst? An accomplice turned executioner? Or is the Yacht Club killing its own members rather than risking the police questioning them?As the desperation of the masterminds behind the Yacht Club increases, so does the body count. In her relentless pursuit of the truth, Rebecca risks unraveling not just the secrets of the Yacht Club, but the very fabric of her own heart.Shadow’s Siege, the tensely climactic fifteenth installment of the Shadow Island Series by Mary Stone and Lori Rhodes, is a chilling reminder that just when you think things can’t get worse, they do.","['254 pages, Kindle Edition']","['Published April 25, 2024']",https://www.goodreads.com/author/show/19007338.Mary_Stone,Mary Stone,['254'],"Novels, Thriller, Other",1271,37,4.64,"{'5': '914', '4': '277', '3': '70', '2': '5', '1': '5'}",2
7583,723755,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336581007i/723755.jpg,Before you're a stranger: New & selected poems,"Poems.About Raymond Fraser's ""Unfailingly interesting and impossible to put down once I started. The poems have wit and a perfectly authentic consistency — a subtle play against a constant background bass of despair or cosmic absurdity. Wonderful stuff!"" — LOUIS DUDEK (Poet & Critic)""I read the book from cover to cover; I found the verses so delightful I couldn’t put it down until I finished. The everyday subjects and events the poems deal with ring so true."" — T.C. TOMMY DOUGLAS (voted 'The Greatest Canadian')""Fraser notices so much, he responds with feeling and humor, and it's all so accessible to the reader. There isn't a poem in the book that isn't worth reading."" — ALAN PEARSON (Poet, 'Exploring Amazement')""Raymond Fraser happens to be one of the liveliest and most entertaining writers in the country.” — ALDEN NOWLAN (poet)","['103 pages, Paperback']","['First published January 1, 2000']",https://www.goodreads.com/author/show/1240440.Raymond_Fraser,Raymond Fraser,['103'],Other,2,0,5.0,"{'5': '2', '4': '0', '3': '0', '2': '0', '1': '0'}",2
12810,15803693,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358832206i/15803693.jpg,Clockwork Angel; Clockwork Prince; Clockwork Princess,"All three books in the #1 New York Times bestselling Infernal Devices trilogy are now together in one boxed set!Step back in time with the Shadowhunters with this eBook collection of the New York Times bestselling Infernal Devices trilogy. Passion. Power. Secrets. Enchantment. The Shadowhunters of the Victorian Age delve into all of these—in addition to darkness and danger—in the Infernal Devices trilogy, packaged in an eBook collection that includes Clockwork Angel, Clockwork Prince, and Clockwork Princess.","['1520 pages, ebook']","['First published March 19, 2013']",https://www.goodreads.com/author/show/150038.Cassandra_Clare,Cassandra Clare,['1520'],"Paranormal, Young Adult, Romance, Fantasy, Fiction, Other",17469,708,4.66,"{'5': '13,014', '4': '3,368', '3': '841', '2': '148', '1': '98'}",2
15630,56925545,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612255350i/56925545.jpg,All the Young Dudes - Volume Two: Years 5 - 7,MsKingBean’s “All The Young Dudes” has been divided into three volumes. This second book covers Years 5 - 7.This specific volume is edited by Ren RowlandThis specific cover art is by Tilly Beavon,['591 pages'],"['First published November 12, 2018']",https://www.goodreads.com/author/show/17588713.MsKingBean89,MsKingBean89,[None],"Romance, Young Adult, Fantasy, Fiction, Other",17979,2235,4.81,"{'5': '15,040', '4': '2,479', '3': '387', '2': '48', '1': '25'}",2
15092,42794237,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546359329i/42794237.jpg,Down and Rising,"The debut novel from award-winning filmmaker Rohith S. Katbamna, tells the powerful story of a brave few who venture for truth in the aftermath of a global uprising.In the year 2027, society has fallen. Mass revolts and warring nations have claimed countless lives and destroyed vast lands. Forced into a dark slumber, the world now draws fewer breaths and hosts infinite graveyards.In England, ten survivors who have journeyed many miles are on a path ready to converge. With histories soaked in the blood of betrayal, lies and deceit, one common thread binds them. The human instinct to seek a greater truth.Over six days, these ten souls will come to find that the ruined world around them is reawakening. As a presence emerges, bringing with it a merciless intention to eliminate any and all beating bodies, this company of strangers will confront a series of hardships in a tale of underdogs, oppressors and the human condition.Down and Rising is an immersive reading experience. An imaginative multi-story arc intricately woven together by striking imagery, reference materials and finely crafted characters.","['675 pages, Paperback']","['Published January 12, 2019']",https://www.goodreads.com/author/show/18619175.Rohith_S_Katbamna,Rohith S. Katbamna,['675'],"Science Fiction, Fiction, Other",213,67,4.72,"{'5': '178', '4': '20', '3': '8', '2': '4', '1': '3'}",2
